learning_rate,batch_size,dropout,weight_decay,"f1_t
",f1_Accuracy,f1_AUC,f1_Precision,f1_Recall,f1_Specificity,f1_F1,"j_t
",j_Accuracy,j_AUC,j_Precision,j_Recall,j_Specificity,j_F1,"roc_t
",roc_Accuracy,roc_AUC,roc_Precision,roc_Recall,roc_Specificity,roc_F1
1e-05,32,0.3,0.001,0.44999998807907104,0.8333333134651184,0.675000011920929,0.1428571492433548,0.5,0.8500000238418579,0.2222222238779068,0.4122636020183563,0.7142857313156128,0.8500000238418579,0.1428571492433548,1.0,0.699999988079071,0.25,0.4122636020183563,0.7142857313156128,0.8500000238418579,0.1428571492433548,1.0,0.699999988079071,0.25
1e-05,32,0.5,1e-05,0.44999998807907104,0.8333333134651184,0.675000011920929,0.1428571492433548,0.5,0.8500000238418579,0.2222222238779068,0.4154568910598755,0.6190476417541504,0.800000011920929,0.1111111119389534,1.0,0.6000000238418579,0.20000000298023224,0.4185018241405487,0.7142857313156128,0.8500000238418579,0.1428571492433548,1.0,0.699999988079071,0.25
1e-05,32,0.5,0.0001,0.44999998807907104,0.8333333134651184,0.675000011920929,0.1428571492433548,0.5,0.8500000238418579,0.2222222238779068,0.4062745273113251,0.7142857313156128,0.8500000238418579,0.1428571492433548,1.0,0.699999988079071,0.25,0.4062745273113251,0.7142857313156128,0.8500000238418579,0.1428571492433548,1.0,0.699999988079071,0.25
1e-05,32,0.5,0.001,0.44999998807907104,0.9047619104385376,0.7124999761581421,0.25,0.5,0.925000011920929,0.3333333432674408,0.42310506105422974,0.5,0.737500011920929,0.08695652335882187,1.0,0.4749999940395355,0.1599999964237213,0.4236564636230469,0.7142857313156128,0.8500000238418579,0.1428571492433548,1.0,0.699999988079071,0.25
1e-05,32,0.7,1e-05,0.5,0.9047619104385376,0.7124999761581421,0.25,0.5,0.925000011920929,0.3333333432674408,0.4182835817337036,0.7142857313156128,0.8500000238418579,0.1428571492433548,1.0,0.699999988079071,0.25,0.4182835817337036,0.7142857313156128,0.8500000238418579,0.1428571492433548,1.0,0.699999988079071,0.25
1e-05,32,0.7,0.0001,0.44999998807907104,0.8333333134651184,0.675000011920929,0.1428571492433548,0.5,0.8500000238418579,0.2222222238779068,0.41816091537475586,0.7142857313156128,0.8500000238418579,0.1428571492433548,1.0,0.699999988079071,0.25,0.41816091537475586,0.7142857313156128,0.8500000238418579,0.1428571492433548,1.0,0.699999988079071,0.25
1e-05,32,0.7,0.001,0.44999998807907104,0.8095238208770752,0.6625000238418579,0.125,0.5,0.824999988079071,0.20000000298023224,0.4298008382320404,0.7142857313156128,0.8500000238418579,0.1428571492433548,1.0,0.699999988079071,0.25,0.4298008382320404,0.7142857313156128,0.8500000238418579,0.1428571492433548,1.0,0.699999988079071,0.25
1e-05,64,0.3,1e-05,0.5,0.9047619104385376,0.7124999761581421,0.25,0.5,0.925000011920929,0.3333333432674408,0.4042275547981262,0.7142857313156128,0.8500000238418579,0.1428571492433548,1.0,0.699999988079071,0.25,0.4042275547981262,0.7142857313156128,0.8500000238418579,0.1428571492433548,1.0,0.699999988079071,0.25
1e-05,64,0.3,0.0001,0.5,0.9047619104385376,0.7124999761581421,0.25,0.5,0.925000011920929,0.3333333432674408,0.4181974232196808,0.7142857313156128,0.8500000238418579,0.1428571492433548,1.0,0.699999988079071,0.25,0.4181974232196808,0.7142857313156128,0.8500000238418579,0.1428571492433548,1.0,0.699999988079071,0.25
1e-05,64,0.3,0.001,0.44999998807907104,0.9047619104385376,0.7124999761581421,0.25,0.5,0.925000011920929,0.3333333432674408,0.392557293176651,0.7142857313156128,0.8500000238418579,0.1428571492433548,1.0,0.699999988079071,0.25,0.392557293176651,0.7142857313156128,0.8500000238418579,0.1428571492433548,1.0,0.699999988079071,0.25
1e-05,64,0.5,1e-05,0.44999998807907104,0.8095238208770752,0.6625000238418579,0.125,0.5,0.824999988079071,0.20000000298023224,0.4220649302005768,0.7142857313156128,0.8500000238418579,0.1428571492433548,1.0,0.699999988079071,0.25,0.4220649302005768,0.7142857313156128,0.8500000238418579,0.1428571492433548,1.0,0.699999988079071,0.25
1e-05,64,0.5,0.0001,0.44999998807907104,0.8333333134651184,0.675000011920929,0.1428571492433548,0.5,0.8500000238418579,0.2222222238779068,0.4161350727081299,0.7142857313156128,0.8500000238418579,0.1428571492433548,1.0,0.699999988079071,0.25,0.4161350727081299,0.7142857313156128,0.8500000238418579,0.1428571492433548,1.0,0.699999988079071,0.25
1e-05,64,0.5,0.001,0.44999998807907104,0.8333333134651184,0.675000011920929,0.1428571492433548,0.5,0.8500000238418579,0.2222222238779068,0.40271592140197754,0.7142857313156128,0.8500000238418579,0.1428571492433548,1.0,0.699999988079071,0.25,0.40271592140197754,0.7142857313156128,0.8500000238418579,0.1428571492433548,1.0,0.699999988079071,0.25
1e-05,64,0.7,1e-05,0.4000000059604645,0.7142857313156128,0.612500011920929,0.0833333358168602,0.5,0.7250000238418579,0.1428571492433548,0.3923596143722534,0.7142857313156128,0.8500000238418579,0.1428571492433548,1.0,0.699999988079071,0.25,0.3923596143722534,0.7142857313156128,0.8500000238418579,0.1428571492433548,1.0,0.699999988079071,0.25
1e-05,64,0.7,0.0001,0.5,0.9047619104385376,0.7124999761581421,0.25,0.5,0.925000011920929,0.3333333432674408,0.4035208523273468,0.7142857313156128,0.8500000238418579,0.1428571492433548,1.0,0.699999988079071,0.25,0.4035208523273468,0.7142857313156128,0.8500000238418579,0.1428571492433548,1.0,0.699999988079071,0.25
1e-05,64,0.7,0.001,0.44999998807907104,0.8333333134651184,0.675000011920929,0.1428571492433548,0.5,0.8500000238418579,0.2222222238779068,0.4223274290561676,0.7142857313156128,0.8500000238418579,0.1428571492433548,1.0,0.699999988079071,0.25,0.4223274290561676,0.7142857313156128,0.8500000238418579,0.1428571492433548,1.0,0.699999988079071,0.25
