learning_rate,batch_size,dropout,weight_decay,gamma_fl,"f1_t
",f1_Accuracy,f1_AUC,f1_Precision,f1_Recall,f1_Specificity,f1_F1,"j_t
",j_Accuracy,j_AUC,j_Precision,j_Recall,j_Specificity,j_F1,"roc_t
",roc_Accuracy,roc_AUC,roc_Precision,roc_Recall,roc_Specificity,roc_F1
0.0001,16,0.1,0.01,3,0.0,0.1111111119389534,0.5,0.1111111119389534,1.0,0.0,0.20000000298023224,inf,0.8888888955116272,0.5,,0.0,1.0,,0.4319140911102295,0.25,0.46875,0.1034482792019844,0.75,0.1875,0.1818181872367859
0.0001,16,0.3,0.0001,2,0.4000000059604645,0.75,0.640625,0.2222222238779068,0.5,0.78125,0.3076923191547394,0.405317097902298,0.7777777910232544,0.546875,0.1666666716337204,0.25,0.84375,0.20000000298023224,0.405317097902298,0.7777777910232544,0.546875,0.1666666716337204,0.25,0.84375,0.20000000298023224
0.0001,16,0.3,0.0001,3,0.5,0.3611111044883728,0.421875,0.08695652335882187,0.5,0.34375,0.14814814925193787,0.5115812420845032,0.4722222089767456,0.375,0.05882352963089943,0.25,0.5,0.095238097012043,0.5115812420845032,0.4722222089767456,0.375,0.05882352963089943,0.25,0.5,0.095238097012043
0.0001,16,0.3,0.001,2,0.4000000059604645,0.6388888955116272,0.796875,0.23529411852359772,1.0,0.59375,0.380952388048172,0.420787513256073,0.8055555820465088,0.671875,0.2857142984867096,0.5,0.84375,0.3636363744735718,0.420787513256073,0.8055555820465088,0.671875,0.2857142984867096,0.5,0.84375,0.3636363744735718
0.0001,16,0.3,0.001,3,0.0,0.1111111119389534,0.5,0.1111111119389534,1.0,0.0,0.20000000298023224,0.4823141396045685,0.8888888955116272,0.5,,0.0,1.0,,0.43214237689971924,0.6944444179534912,0.609375,0.1818181872367859,0.5,0.71875,0.2666666805744171
0.0001,16,0.3,0.01,2,0.3499999940395355,0.0833333358168602,0.375,0.08571428805589676,0.75,0.0,0.1538461595773697,0.3434803783893585,0.0833333358168602,0.375,0.08571428805589676,0.75,0.0,0.1538461595773697,0.38725295662879944,0.3611111044883728,0.53125,0.11999999731779099,0.75,0.3125,0.2068965584039688
0.0001,16,0.3,0.01,3,0.4000000059604645,0.8055555820465088,0.453125,0.0,0.0,0.90625,,0.3626077473163605,0.3611111044883728,0.421875,0.08695652335882187,0.5,0.34375,0.14814814925193787,0.38336893916130066,0.6388888955116272,0.578125,0.1538461595773697,0.5,0.65625,0.23529411852359772
0.0001,32,0.0,0.0001,2,0.44999998807907104,0.8333333134651184,0.6875,0.3333333432674408,0.5,0.875,0.4000000059604645,0.4356151521205902,0.7777777910232544,0.765625,0.30000001192092896,0.75,0.78125,0.4285714328289032,0.439614474773407,0.7777777910232544,0.765625,0.30000001192092896,0.75,0.78125,0.4285714328289032
0.0001,32,0.0,0.0001,3,0.44999998807907104,0.6388888955116272,0.46875,0.09090909361839294,0.25,0.6875,0.13333334028720856,0.4676191508769989,0.7777777910232544,0.4375,0.0,0.0,0.875,,0.42662379145622253,0.4722222089767456,0.484375,0.10526315867900848,0.5,0.46875,0.17391304671764374
0.0001,32,0.0,0.001,2,0.44999998807907104,0.7777777910232544,0.4375,0.0,0.0,0.875,,0.46505221724510193,0.8611111044883728,0.484375,0.0,0.0,0.96875,,0.43332362174987793,0.75,0.640625,0.2222222238779068,0.5,0.78125,0.3076923191547394
0.0001,32,0.0,0.001,3,0.0,0.1111111119389534,0.5,0.1111111119389534,1.0,0.0,0.20000000298023224,0.47497454285621643,0.3055555522441864,0.390625,0.07999999821186066,0.5,0.28125,0.13793103396892548,0.48137974739074707,0.3611111044883728,0.421875,0.08695652335882187,0.5,0.34375,0.14814814925193787
0.0001,32,0.0,0.01,2,0.4000000059604645,0.6944444179534912,0.609375,0.1818181872367859,0.5,0.71875,0.2666666805744171,0.4011717736721039,0.6944444179534912,0.609375,0.1818181872367859,0.5,0.71875,0.2666666805744171,0.4011717736721039,0.6944444179534912,0.609375,0.1818181872367859,0.5,0.71875,0.2666666805744171
0.0001,32,0.0,0.01,3,0.0,0.1111111119389534,0.5,0.1111111119389534,1.0,0.0,0.20000000298023224,0.5268281102180481,0.9166666865348816,0.625,1.0,0.25,1.0,0.4000000059604645,0.5011520981788635,0.5555555820465088,0.53125,0.125,0.5,0.5625,0.20000000298023224
0.0001,32,0.1,0.0001,2,0.0,0.1111111119389534,0.5,0.1111111119389534,1.0,0.0,0.20000000298023224,0.4290553033351898,0.1388888955116272,0.40625,0.09090909361839294,0.75,0.0625,0.1621621549129486,0.4492686688899994,0.6111111044883728,0.5625,0.1428571492433548,0.5,0.625,0.2222222238779068
0.0001,32,0.1,0.0001,3,0.0,0.1111111119389534,0.5,0.1111111119389534,1.0,0.0,0.20000000298023224,inf,0.8888888955116272,0.5,,0.0,1.0,,0.40592533349990845,0.7222222089767456,0.515625,0.125,0.25,0.78125,0.1666666716337204
0.0001,32,0.1,0.001,2,0.4000000059604645,0.1111111119389534,0.5,0.1111111119389534,1.0,0.0,0.20000000298023224,0.417479544878006,0.1388888955116272,0.40625,0.09090909361839294,0.75,0.0625,0.1621621549129486,0.4645913243293762,0.3888888955116272,0.328125,0.05000000074505806,0.25,0.40625,0.0833333358168602
0.0001,32,0.1,0.001,3,0.5,0.2222222238779068,0.5625,0.125,1.0,0.125,0.2222222238779068,0.50403892993927,0.2222222238779068,0.5625,0.125,1.0,0.125,0.2222222238779068,0.5091406106948853,0.1666666716337204,0.3125,0.06666667014360428,0.5,0.125,0.11764705926179886
0.0001,32,0.1,0.01,2,0.4000000059604645,0.1111111119389534,0.5,0.1111111119389534,1.0,0.0,0.20000000298023224,0.3997207283973694,0.1111111119389534,0.5,0.1111111119389534,1.0,0.0,0.20000000298023224,0.4276461601257324,0.4444444477558136,0.46875,0.10000000149011612,0.5,0.4375,0.1666666716337204
0.0001,32,0.1,0.01,3,0.6000000238418579,0.8888888955116272,0.609375,0.5,0.25,0.96875,0.3333333432674408,0.5552594065666199,0.6388888955116272,0.578125,0.1538461595773697,0.5,0.65625,0.23529411852359772,0.5552594065666199,0.6388888955116272,0.578125,0.1538461595773697,0.5,0.65625,0.23529411852359772
0.0001,32,0.3,0.0001,2,0.0,0.1111111119389534,0.5,0.1111111119389534,1.0,0.0,0.20000000298023224,0.478788822889328,0.8333333134651184,0.6875,0.3333333432674408,0.5,0.875,0.4000000059604645,0.4705325961112976,0.7222222089767456,0.625,0.20000000298023224,0.5,0.75,0.2857142984867096
0.0001,32,0.3,0.0001,3,0.4000000059604645,0.5555555820465088,0.53125,0.125,0.5,0.5625,0.20000000298023224,0.3678021728992462,0.2222222238779068,0.453125,0.10000000149011612,0.75,0.15625,0.1764705926179886,0.3931403160095215,0.3333333432674408,0.40625,0.0833333358168602,0.5,0.3125,0.1428571492433548
0.0001,32,0.3,0.001,2,0.4000000059604645,0.5555555820465088,0.640625,0.1666666716337204,0.75,0.53125,0.27272728085517883,0.39693543314933777,0.5555555820465088,0.640625,0.1666666716337204,0.75,0.53125,0.27272728085517883,0.41023558378219604,0.7777777910232544,0.765625,0.30000001192092896,0.75,0.78125,0.4285714328289032
0.0001,32,0.3,0.001,3,0.0,0.1111111119389534,0.5,0.1111111119389534,1.0,0.0,0.20000000298023224,0.487449049949646,0.4166666567325592,0.453125,0.095238097012043,0.5,0.40625,0.1599999964237213,0.487449049949646,0.4166666567325592,0.453125,0.095238097012043,0.5,0.40625,0.1599999964237213
0.0001,32,0.3,0.01,2,0.4000000059604645,0.6666666865348816,0.375,0.0,0.0,0.75,,0.37631338834762573,0.6111111044883728,0.5625,0.1428571492433548,0.5,0.625,0.2222222238779068,0.37631338834762573,0.6111111044883728,0.5625,0.1428571492433548,0.5,0.625,0.2222222238779068
0.0001,32,0.3,0.01,3,0.5,0.25,0.359375,0.07407407462596893,0.5,0.21875,0.12903225421905518,0.49448874592781067,0.1944444477558136,0.328125,0.06896551698446274,0.5,0.15625,0.12121212482452393,0.5021945238113403,0.2777777910232544,0.375,0.07692307978868484,0.5,0.25,0.13333334028720856
0.0001,64,0.0,0.0001,2,0.0,0.1111111119389534,0.5,0.1111111119389534,1.0,0.0,0.20000000298023224,0.4824206531047821,0.2222222238779068,0.453125,0.10000000149011612,0.75,0.15625,0.1764705926179886,0.49668121337890625,0.5,0.390625,0.0625,0.25,0.53125,0.10000000149011612
0.0001,64,0.0,0.0001,3,0.4000000059604645,0.1944444477558136,0.546875,0.12121212482452393,1.0,0.09375,0.21621622145175934,0.40255531668663025,0.1944444477558136,0.546875,0.12121212482452393,1.0,0.09375,0.21621622145175934,0.48655110597610474,0.7222222089767456,0.625,0.20000000298023224,0.5,0.75,0.2857142984867096
0.0001,64,0.0,0.001,2,0.5,0.7777777910232544,0.4375,0.0,0.0,0.875,,0.4891705811023712,0.6111111044883728,0.34375,0.0,0.0,0.6875,,0.49774110317230225,0.7777777910232544,0.4375,0.0,0.0,0.875,
0.0001,64,0.0,0.001,3,0.4000000059604645,0.2777777910232544,0.59375,0.13333334028720856,1.0,0.1875,0.23529411852359772,0.3960381746292114,0.25,0.578125,0.12903225421905518,1.0,0.15625,0.22857142984867096,0.4250768721103668,0.4444444477558136,0.46875,0.10000000149011612,0.5,0.4375,0.1666666716337204
0.0001,64,0.0,0.01,2,0.5,0.8611111044883728,0.484375,0.0,0.0,0.96875,,0.4952865540981293,0.75,0.421875,0.0,0.0,0.84375,,0.49130135774612427,0.6666666865348816,0.484375,0.10000000149011612,0.25,0.71875,0.1428571492433548
0.0001,64,0.0,0.01,3,0.5,0.6944444179534912,0.609375,0.1818181872367859,0.5,0.71875,0.2666666805744171,0.48317089676856995,0.3055555522441864,0.5,0.1111111119389534,0.75,0.25,0.19354838132858276,0.48317089676856995,0.3055555522441864,0.5,0.1111111119389534,0.75,0.25,0.19354838132858276
0.0001,64,0.1,0.0001,2,0.0,0.1111111119389534,0.5,0.1111111119389534,1.0,0.0,0.20000000298023224,0.47324198484420776,0.0833333358168602,0.375,0.08571428805589676,0.75,0.0,0.1538461595773697,0.4970768988132477,0.1944444477558136,0.328125,0.06896551698446274,0.5,0.15625,0.12121212482452393
0.0001,64,0.1,0.0001,3,0.5,0.3055555522441864,0.390625,0.07999999821186066,0.5,0.28125,0.13793103396892548,0.5243059992790222,0.8055555820465088,0.5625,0.20000000298023224,0.25,0.875,0.2222222238779068,0.5243059992790222,0.8055555820465088,0.5625,0.20000000298023224,0.25,0.875,0.2222222238779068
0.0001,64,0.1,0.001,2,0.5,0.9166666865348816,0.625,1.0,0.25,1.0,0.4000000059604645,0.49656209349632263,0.9166666865348816,0.625,1.0,0.25,1.0,0.4000000059604645,0.46964031457901,0.75,0.640625,0.2222222238779068,0.5,0.78125,0.3076923191547394
0.0001,64,0.1,0.001,3,0.44999998807907104,0.1111111119389534,0.5,0.1111111119389534,1.0,0.0,0.20000000298023224,0.4656282663345337,0.1666666716337204,0.53125,0.11764705926179886,1.0,0.0625,0.21052631735801697,0.4785930812358856,0.5,0.609375,0.15000000596046448,0.75,0.46875,0.25
0.0001,64,0.1,0.01,2,0.5,0.5833333134651184,0.328125,0.0,0.0,0.65625,,0.5601844787597656,0.8888888955116272,0.5,,0.0,1.0,,0.511035144329071,0.8333333134651184,0.46875,0.0,0.0,0.9375,
0.0001,64,0.1,0.01,3,0.0,0.1111111119389534,0.5,0.1111111119389534,1.0,0.0,0.20000000298023224,0.515790581703186,0.6944444179534912,0.609375,0.1818181872367859,0.5,0.71875,0.2666666805744171,0.515790581703186,0.6944444179534912,0.609375,0.1818181872367859,0.5,0.71875,0.2666666805744171
0.0001,64,0.3,0.0001,2,0.44999998807907104,0.6111111044883728,0.5625,0.1428571492433548,0.5,0.625,0.2222222238779068,0.4875527322292328,0.8055555820465088,0.5625,0.20000000298023224,0.25,0.875,0.2222222238779068,0.45714643597602844,0.6388888955116272,0.578125,0.1538461595773697,0.5,0.65625,0.23529411852359772
0.0001,64,0.3,0.0001,3,0.0,0.1111111119389534,0.5,0.1111111119389534,1.0,0.0,0.20000000298023224,0.4826478064060211,0.6666666865348816,0.484375,0.10000000149011612,0.25,0.71875,0.1428571492433548,0.4826478064060211,0.6666666865348816,0.484375,0.10000000149011612,0.25,0.71875,0.1428571492433548
0.0001,64,0.3,0.001,2,0.44999998807907104,0.6111111044883728,0.671875,0.1875,0.75,0.59375,0.30000001192092896,0.4524167776107788,0.6111111044883728,0.671875,0.1875,0.75,0.59375,0.30000001192092896,0.4524167776107788,0.6111111044883728,0.671875,0.1875,0.75,0.59375,0.30000001192092896
0.0001,64,0.3,0.001,3,0.550000011920929,0.8611111044883728,0.59375,0.3333333432674408,0.25,0.9375,0.2857142984867096,0.5186582207679749,0.8055555820465088,0.671875,0.2857142984867096,0.5,0.84375,0.3636363744735718,0.5257880687713623,0.8611111044883728,0.703125,0.4000000059604645,0.5,0.90625,0.4444444477558136
0.0001,64,0.3,0.01,2,0.0,0.1111111119389534,0.5,0.1111111119389534,1.0,0.0,0.20000000298023224,0.4802270531654358,0.5277777910232544,0.40625,0.06666667014360428,0.25,0.5625,0.10526315867900848,0.4802270531654358,0.5277777910232544,0.40625,0.06666667014360428,0.25,0.5625,0.10526315867900848
0.0001,64,0.3,0.01,3,0.30000001192092896,0.1111111119389534,0.5,0.1111111119389534,1.0,0.0,0.20000000298023224,0.3243657648563385,0.1111111119389534,0.5,0.1111111119389534,1.0,0.0,0.20000000298023224,0.3941476345062256,0.1944444477558136,0.546875,0.12121212482452393,1.0,0.09375,0.21621622145175934
